Year,Award,Category,Actor,Show,Won,
2016, 22nd Annual,FEMALE LEAD,SARAH SILVERMAN,I SMILE BACK,False,
2016, 22nd Annual,FEMALE LEAD,BRIE LARSON,ROOM,True,
2016, 22nd Annual,FEMALE LEAD,HELEN MIRREN,WOMAN IN GOLD,False,
2016, 22nd Annual,FEMALE SUPPORT,ROONEY MARA,CAROL,False,
2016, 22nd Annual,FEMALE SUPPORT,RACHEL McADAMS,SPOTLIGHT,False,
2016, 22nd Annual,FEMALE SUPPORT,KATE WINSLET,STEVE JOBS,False,
2016, 22nd Annual,FEMALE SUPPORT,ALICIA VIKANDER,THE DANISH GIRL,True,
2016, 22nd Annual,FEMALE SUPPORT,HELEN MIRREN,TRUMBO,False,
2016, 22nd Annual,FEMALE TV MOVIE OR MINISERIES,QUEEN LATIFAH,Bessie,True,
2016, 22nd Annual,FEMALE TV MOVIE OR MINISERIES,NICOLE KIDMAN,GRACE OF MONACO,False,
2016, 22nd Annual,FEMALE TV MOVIE OR MINISERIES,CHRISTINA RICCI,The Lizzie Borden Chronicles,False,
2016, 22nd Annual,FEMALE TV MOVIE OR MINISERIES,SUSAN SARANDON,The Secret Life of Marilyn Monroe,False,
2016, 22nd Annual,FEMALE TV MOVIE OR MINISERIES,KRISTEN WIIG,The Spoils Before Dying,False,
2016, 22nd Annual,LIFE ACHIEVEMENT,CAROL BURNETT,N/A,True,
2016, 22nd Annual,MALE COMEDY,LOUIS C.K.,LOUIE,False,
2016, 22nd Annual,MALE COMEDY,TY BURRELL,MODERN FAMILY,False,
2016, 22nd Annual,MALE COMEDY,WILLIAM H. MACY,SHAMELESS,False,
2016, 22nd Annual,MALE COMEDY,JIM PARSONS,THE BIG BANG THEORY,False,
2016, 22nd Annual,MALE COMEDY,JEFFREY TAMBOR,TRANSPARENT,True,
2016, 22nd Annual,MALE DRAMA,BOB ODENKIRK,Better Call Saul,False,
2016, 22nd Annual,MALE DRAMA,BOB ODENKIRK,Better Call Saul,False,
2016, 22nd Annual,MALE DRAMA,PETER DINKLAGE,Game of Thrones,False,
2016, 22nd Annual,MALE DRAMA,PETER DINKLAGE,Game of Thrones,False,
2016, 22nd Annual,MALE DRAMA,KEVIN SPACEY,HOUSE OF CARDS,True,
2016, 22nd Annual,MALE DRAMA,KEVIN SPACEY,HOUSE OF CARDS,True,
2016, 22nd Annual,MALE DRAMA,JON HAMM,Mad Men,False,
2016, 22nd Annual,MALE DRAMA,JON HAMM,Mad Men,False,
2016, 22nd Annual,MALE DRAMA,RAMI MALEK,Mr. Robot,False,
2016, 22nd Annual,MALE DRAMA,RAMI MALEK,Mr. Robot,False,
2016, 22nd Annual,MALE LEAD,JOHNNY DEPP,BLACK MASS,False,
2016, 22nd Annual,MALE LEAD,MICHAEL FASSBENDER,STEVE JOBS,False,
2016, 22nd Annual,MALE LEAD,EDDIE REDMAYNE,THE DANISH GIRL,False,
2016, 22nd Annual,MALE LEAD,LEONARDO DiCAPRIO,THE REVENANT,True,
2016, 22nd Annual,MALE LEAD,BRYAN CRANSTON,TRUMBO,False,
2016, 22nd Annual,MALE SUPPORT,MICHAEL SHANNON,99 HOMES,False,
2016, 22nd Annual,MALE SUPPORT,MICHAEL SHANNON,99 HOMES,False,
2016, 22nd Annual,MALE SUPPORT,IDRIS ELBA,BEASTS OF NO NATION,True,
2016, 22nd Annual,MALE SUPPORT,IDRIS ELBA,BEASTS OF NO NATION,True,
2016, 22nd Annual,MALE SUPPORT,MARK RYLANCE,BRIDGE OF SPIES,False,
2016, 22nd Annual,MALE SUPPORT,MARK RYLANCE,BRIDGE OF SPIES,False,
2016, 22nd Annual,MALE SUPPORT,JACOB TREMBLAY,ROOM,False,
2016, 22nd Annual,MALE SUPPORT,JACOB TREMBLAY,ROOM,False,
2016, 22nd Annual,MALE SUPPORT,CHRISTIAN BALE,THE BIG SHORT,False,
2016, 22nd Annual,MALE SUPPORT,CHRISTIAN BALE,THE BIG SHORT,False,
2016, 22nd Annual,MALE TV MOVIE OR MINISERIES,BILL MURRAY,A Very Murray Christmas,False,
2016, 22nd Annual,MALE TV MOVIE OR MINISERIES,IDRIS ELBA,Luther,True,
2016, 22nd Annual,MALE TV MOVIE OR MINISERIES,RAY LIOTTA,Texas Rising,False,
2016, 22nd Annual,MALE TV MOVIE OR MINISERIES,BEN KINGSLEY,Tut,False,
2016, 22nd Annual,MALE TV MOVIE OR MINISERIES,MARK RYLANCE,Wolf Hall,False,
2016, 22nd Annual,STUNT ENSEMBLE IN A MOTION PICTURE,,EVEREST,False,
2016, 22nd Annual,STUNT ENSEMBLE IN A MOTION PICTURE,,FURIOUS 7,False,
2016, 22nd Annual,STUNT ENSEMBLE IN A MOTION PICTURE,,JURASSIC WORLD,False,
2016, 22nd Annual,STUNT ENSEMBLE IN A MOTION PICTURE,,MAD MAX: FURY ROAD,True,
2016, 22nd Annual,STUNT ENSEMBLE IN A MOTION PICTURE,,MISSION: IMPOSSIBLE ,False,
2016, 22nd Annual,STUNT ENSEMBLE IN A TELEVISION SERIES,,GAME OF THRONES,True,
2016, 22nd Annual,STUNT ENSEMBLE IN A TELEVISION SERIES,,HOMELAND,False,
2016, 22nd Annual,STUNT ENSEMBLE IN A TELEVISION SERIES,,MARVEL'S DAREDEVIL,False,
2016, 22nd Annual,STUNT ENSEMBLE IN A TELEVISION SERIES,,THE BLACKLIST,False,
2016, 22nd Annual,STUNT ENSEMBLE IN A TELEVISION SERIES,,THE WALKING DEAD,False,
2015, 21st Annual,CAST IN A MOTION PICTURE,,BIRDMAN,True,
2015, 21st Annual,CAST IN A MOTION PICTURE,AMY RYAN,BIRDMAN,True,
2015, 21st Annual,CAST IN A MOTION PICTURE,ANDREA RISEBOROUGH,BIRDMAN,True,
2015, 21st Annual,CAST IN A MOTION PICTURE,EDWARD NORTON,BIRDMAN,True,
2015, 21st Annual,CAST IN A MOTION PICTURE,EMMA STONE,BIRDMAN,True,
2015, 21st Annual,CAST IN A MOTION PICTURE,MICHAEL KEATON,BIRDMAN,True,
2015, 21st Annual,CAST IN A MOTION PICTURE,NAOMI WATTS,BIRDMAN,True,
2015, 21st Annual,CAST IN A MOTION PICTURE,ZACH GALIFIANAKIS,BIRDMAN,True,
2015, 21st Annual,CAST IN A MOTION PICTURE,,BOYHOOD,False,
2015, 21st Annual,CAST IN A MOTION PICTURE,ELLAR COLTRANE,BOYHOOD,False,
2015, 21st Annual,CAST IN A MOTION PICTURE,ETHAN HAWKE,BOYHOOD,False,
2015, 21st Annual,CAST IN A MOTION PICTURE,LORELEI LINKLATER,BOYHOOD,False,
2015, 21st Annual,CAST IN A MOTION PICTURE,PATRICIA ARQUETTE,BOYHOOD,False,
2015, 21st Annual,CAST IN A MOTION PICTURE,,THE GRAND BUDAPEST HOTEL,False,
2015, 21st Annual,CAST IN A MOTION PICTURE,ADRIEN BRODY,THE GRAND BUDAPEST HOTEL,False,
2015, 21st Annual,CAST IN A MOTION PICTURE,BILL MURRAY,THE GRAND BUDAPEST HOTEL,False,
2015, 21st Annual,CAST IN A MOTION PICTURE,EDWARD NORTON,THE GRAND BUDAPEST HOTEL,False,
2015, 21st Annual,CAST IN A MOTION PICTURE,F. MURRAY ABRAHAM,THE GRAND BUDAPEST HOTEL,False,
2015, 21st Annual,CAST IN A MOTION PICTURE,HARVEY KEITEL,THE GRAND BUDAPEST HOTEL,False,
2015, 21st Annual,CAST IN A MOTION PICTURE,JASON SCHWARTZMAN,THE GRAND BUDAPEST HOTEL,False,
2015, 21st Annual,CAST IN A MOTION PICTURE,JEFF GOLDBLUM,THE GRAND BUDAPEST HOTEL,False,
2015, 21st Annual,CAST IN A MOTION PICTURE,JUDE LAW,THE GRAND BUDAPEST HOTEL,False,
2015, 21st Annual,CAST IN A MOTION PICTURE,LEA SEYDOUX,THE GRAND BUDAPEST HOTEL,False,
2015, 21st Annual,CAST IN A MOTION PICTURE,MATHIEU AMALRIC,THE GRAND BUDAPEST HOTEL,False,
2015, 21st Annual,CAST IN A MOTION PICTURE,OWEN WILSON,THE GRAND BUDAPEST HOTEL,False,
2015, 21st Annual,CAST IN A MOTION PICTURE,RALPH FIENNES,THE GRAND BUDAPEST HOTEL,False,
2015, 21st Annual,CAST IN A MOTION PICTURE,SAOIRSE RONAN,THE GRAND BUDAPEST HOTEL,False,
2015, 21st Annual,CAST IN A MOTION PICTURE,TILDA SWINTON,THE GRAND BUDAPEST HOTEL,False,
2015, 21st Annual,CAST IN A MOTION PICTURE,TOM WILKINSON,THE GRAND BUDAPEST HOTEL,False,
2015, 21st Annual,CAST IN A MOTION PICTURE,TONY REVOLORI,THE GRAND BUDAPEST HOTEL,False,
2015, 21st Annual,CAST IN A MOTION PICTURE,WILLEM DAFOE,THE GRAND BUDAPEST HOTEL,False,
2015, 21st Annual,CAST IN A MOTION PICTURE,,THE IMITATION GAME,False,
2015, 21st Annual,CAST IN A MOTION PICTURE,ALLEN LEECH,THE IMITATION GAME,False,
2015, 21st Annual,CAST IN A MOTION PICTURE,BENEDICT CUMBERBATCH,THE IMITATION GAME,False,
2015, 21st Annual,CAST IN A MOTION PICTURE,CHARLES DANCE,THE IMITATION GAME,False,
2015, 21st Annual,CAST IN A MOTION PICTURE,KEIRA KNIGHTLEY,THE IMITATION GAME,False,
2015, 21st Annual,CAST IN A MOTION PICTURE,MARK STRONG,THE IMITATION GAME,False,
2015, 21st Annual,CAST IN A MOTION PICTURE,MATTHEW BEARD,THE IMITATION GAME,False,
2015, 21st Annual,CAST IN A MOTION PICTURE,MATTHEW GOODE,THE IMITATION GAME,False,
2015, 21st Annual,CAST IN A MOTION PICTURE,RORY KINNEAR,THE IMITATION GAME,False,
2015, 21st Annual,CAST IN A MOTION PICTURE,,THE THEORY OF EVERYTHING,False,
2015, 21st Annual,CAST IN A MOTION PICTURE,CHARLIE COX,THE THEORY OF EVERYTHING,False,
2015, 21st Annual,CAST IN A MOTION PICTURE,DAVID THEWLIS,THE THEORY OF EVERYTHING,False,
2015, 21st Annual,CAST IN A MOTION PICTURE,EDDIE REDMAYNE,THE THEORY OF EVERYTHING,False,
2015, 21st Annual,CAST IN A MOTION PICTURE,EMILY WATSON,THE THEORY OF EVERYTHING,False,
2015, 21st Annual,CAST IN A MOTION PICTURE,FELICITY JONES,THE THEORY OF EVERYTHING,False,
2015, 21st Annual,CAST IN A MOTION PICTURE,SIMON MCBURNEY,THE THEORY OF EVERYTHING,False,
2015, 21st Annual,ENSEMBLE IN A COMEDY SERIES,,BROOKLYN NINE-NINE,False,
2015, 21st Annual,ENSEMBLE IN A COMEDY SERIES,ANDRE BRAUGHER,BROOKLYN NINE-NINE,False,
2015, 21st Annual,ENSEMBLE IN A COMEDY SERIES,ANDY SAMBERG,BROOKLYN NINE-NINE,False,
2015, 21st Annual,ENSEMBLE IN A COMEDY SERIES,CHELSEA PERETTI,BROOKLYN NINE-NINE,False,
2015, 21st Annual,ENSEMBLE IN A COMEDY SERIES,DIRK BLOCKER,BROOKLYN NINE-NINE,False,
2015, 21st Annual,ENSEMBLE IN A COMEDY SERIES,JOE LO TRUGLIO,BROOKLYN NINE-NINE,False,
2015, 21st Annual,ENSEMBLE IN A COMEDY SERIES,JOEL MCKINNON MILLER,BROOKLYN NINE-NINE,False,
2015, 21st Annual,ENSEMBLE IN A COMEDY SERIES,MELISSA FUMERO,BROOKLYN NINE-NINE,False,
2015, 21st Annual,ENSEMBLE IN A COMEDY SERIES,STEPHANIE BEATRIZ,BROOKLYN NINE-NINE,False,
2015, 21st Annual,ENSEMBLE IN A COMEDY SERIES,TERRY CREWS,BROOKLYN NINE-NINE,False,
2015, 21st Annual,ENSEMBLE IN A COMEDY SERIES,,MODERN FAMILY-NINE,False,
2015, 21st Annual,ENSEMBLE IN A COMEDY SERIES,ARIEL WINTER,MODERN FAMILY-NINE,False,
2015, 21st Annual,ENSEMBLE IN A COMEDY SERIES,AUBREY ANDERSON EMMONS,MODERN FAMILY-NINE,False,
2015, 21st Annual,ENSEMBLE IN A COMEDY SERIES,ED O'NEILL,MODERN FAMILY-NINE,False,
2015, 21st Annual,ENSEMBLE IN A COMEDY SERIES,ERIC STONESTREET,MODERN FAMILY-NINE,False,
2015, 21st Annual,ENSEMBLE IN A COMEDY SERIES,JESSE TYLER FERGUSON,MODERN FAMILY-NINE,False,
2015, 21st Annual,ENSEMBLE IN A COMEDY SERIES,JULIE BOWEN,MODERN FAMILY-NINE,False,
2015, 21st Annual,ENSEMBLE IN A COMEDY SERIES,NOLAN GOULD,MODERN FAMILY-NINE,False,
2015, 21st Annual,ENSEMBLE IN A COMEDY SERIES,RICO RODRIGUEZ,MODERN FAMILY-NINE,False,
2015, 21st Annual,ENSEMBLE IN A COMEDY SERIES,SARAH HYLAND,MODERN FAMILY-NINE,False,
2015, 21st Annual,ENSEMBLE IN A COMEDY SERIES,SOFIA VERGARA,MODERN FAMILY-NINE,False,
2015, 21st Annual,ENSEMBLE IN A COMEDY SERIES,TY BURRELL,MODERN FAMILY-NINE,False,
2015, 21st Annual,ENSEMBLE IN A COMEDY SERIES,,ORANGE IS THE NEW BLACK,True,
2015, 21st Annual,ENSEMBLE IN A COMEDY SERIES,ABIGAIL SAVAGE,ORANGE IS THE NEW BLACK,True,
2015, 21st Annual,ENSEMBLE IN A COMEDY SERIES,ADRIENNE C. MOORE,ORANGE IS THE NEW BLACK,True,
2015, 21st Annual,ENSEMBLE IN A COMEDY SERIES,ALYSIA REINER,ORANGE IS THE NEW BLACK,True,
2015, 21st Annual,ENSEMBLE IN A COMEDY SERIES,ANNIE GOLDEN,ORANGE IS THE NEW BLACK,True,
2015, 21st Annual,ENSEMBLE IN A COMEDY SERIES,BARBARA ROSENBLAT,ORANGE IS THE NEW BLACK,True,
2015, 21st Annual,ENSEMBLE IN A COMEDY SERIES,BETH FOWLER,ORANGE IS THE NEW BLACK,True,
2015, 21st Annual,ENSEMBLE IN A COMEDY SERIES,CATHERINE CURTIN,ORANGE IS THE NEW BLACK,True,
2015, 21st Annual,ENSEMBLE IN A COMEDY SERIES,CONSTANCE SHULMAN,ORANGE IS THE NEW BLACK,True,
2015, 21st Annual,ENSEMBLE IN A COMEDY SERIES,DALE SOULES,ORANGE IS THE NEW BLACK,True,
2015, 21st Annual,ENSEMBLE IN A COMEDY SERIES,DANIELLE BROOKS,ORANGE IS THE NEW BLACK,True,
2015, 21st Annual,ENSEMBLE IN A COMEDY SERIES,DASCHA POLANCO,ORANGE IS THE NEW BLACK,True,
2015, 21st Annual,ENSEMBLE IN A COMEDY SERIES,DIANE GUERRERO,ORANGE IS THE NEW BLACK,True,
2015, 21st Annual,ENSEMBLE IN A COMEDY SERIES,ELIZABETH RODRIGUEZ,ORANGE IS THE NEW BLACK,True,
2015, 21st Annual,ENSEMBLE IN A COMEDY SERIES,EMMA MYLES,ORANGE IS THE NEW BLACK,True,
2015, 21st Annual,ENSEMBLE IN A COMEDY SERIES,GERMAR TERRELL GARDNER,ORANGE IS THE NEW BLACK,True,
2015, 21st Annual,ENSEMBLE IN A COMEDY SERIES,JACKIE CRUZ,ORANGE IS THE NEW BLACK,True,
2015, 21st Annual,ENSEMBLE IN A COMEDY SERIES,JASON BIGGS,ORANGE IS THE NEW BLACK,True,
2015, 21st Annual,ENSEMBLE IN A COMEDY SERIES,JESSICA PIMENTEL,ORANGE IS THE NEW BLACK,True,
2015, 21st Annual,ENSEMBLE IN A COMEDY SERIES,JOEL MARSH GARLAND,ORANGE IS THE NEW BLACK,True,
2015, 21st Annual,ENSEMBLE IN A COMEDY SERIES,JUDITH ROBERTS,ORANGE IS THE NEW BLACK,True,
2015, 21st Annual,ENSEMBLE IN A COMEDY SERIES,JULIE LAKE,ORANGE IS THE NEW BLACK,True,
2015, 21st Annual,ENSEMBLE IN A COMEDY SERIES,KATE MULGREW,ORANGE IS THE NEW BLACK,True,
2015, 21st Annual,ENSEMBLE IN A COMEDY SERIES,KIMIKO GLENN,ORANGE IS THE NEW BLACK,True,
2015, 21st Annual,ENSEMBLE IN A COMEDY SERIES,LAUREN LAPKUS,ORANGE IS THE NEW BLACK,True,
2015, 21st Annual,ENSEMBLE IN A COMEDY SERIES,LAVERNE COX,ORANGE IS THE NEW BLACK,True,
2015, 21st Annual,ENSEMBLE IN A COMEDY SERIES,LEA DELARIA,ORANGE IS THE NEW BLACK,True,
2015, 21st Annual,ENSEMBLE IN A COMEDY SERIES,LIN TUCCI,ORANGE IS THE NEW BLACK,True,
2015, 21st Annual,ENSEMBLE IN A COMEDY SERIES,LORRAINE TOUSSAINT,ORANGE IS THE NEW BLACK,True,
2015, 21st Annual,ENSEMBLE IN A COMEDY SERIES,MATT MCGORRY,ORANGE IS THE NEW BLACK,True,
2015, 21st Annual,ENSEMBLE IN A COMEDY SERIES,MICHAEL J. HARNEY,ORANGE IS THE NEW BLACK,True,
2015, 21st Annual,ENSEMBLE IN A COMEDY SERIES,NATASHA LYONNE,ORANGE IS THE NEW BLACK,True,
2015, 21st Annual,ENSEMBLE IN A COMEDY SERIES,NICK SANDOW,ORANGE IS THE NEW BLACK,True,
2015, 21st Annual,ENSEMBLE IN A COMEDY SERIES,SAMIRA WILEY,ORANGE IS THE NEW BLACK,True,
2015, 21st Annual,ENSEMBLE IN A COMEDY SERIES,SELENIS LEYVA,ORANGE IS THE NEW BLACK,True,
2015, 21st Annual,ENSEMBLE IN A COMEDY SERIES,TARYN MANNING,ORANGE IS THE NEW BLACK,True,
2015, 21st Annual,ENSEMBLE IN A COMEDY SERIES,TAYLOR SCHILLING,ORANGE IS THE NEW BLACK,True,
2015, 21st Annual,ENSEMBLE IN A COMEDY SERIES,UZO ADUBA,ORANGE IS THE NEW BLACK,True,
2015, 21st Annual,ENSEMBLE IN A COMEDY SERIES,VICKY JEUDY,ORANGE IS THE NEW BLACK,True,
2015, 21st Annual,ENSEMBLE IN A COMEDY SERIES,YAEL STONE,ORANGE IS THE NEW BLACK,True,
2015, 21st Annual,ENSEMBLE IN A COMEDY SERIES,YVETTE FREEMAN,ORANGE IS THE NEW BLACK,True,
2015, 21st Annual,ENSEMBLE IN A COMEDY SERIES,,THE BIG BANG THEORY,False,
2015, 21st Annual,ENSEMBLE IN A COMEDY SERIES,JIM PARSONS,THE BIG BANG THEORY,False,
2015, 21st Annual,ENSEMBLE IN A COMEDY SERIES,JOHNNY GALECKI,THE BIG BANG THEORY,False,
2015, 21st Annual,ENSEMBLE IN A COMEDY SERIES,KALEY CUOCO-SWEETING,THE BIG BANG THEORY,False,
2015, 21st Annual,ENSEMBLE IN A COMEDY SERIES,KUNAL NAYYAR,THE BIG BANG THEORY,False,
2015, 21st Annual,ENSEMBLE IN A COMEDY SERIES,MAYIM BIALIK,THE BIG BANG THEORY,False,
2015, 21st Annual,ENSEMBLE IN A COMEDY SERIES,MELISSA RAUCH,THE BIG BANG THEORY,False,
2015, 21st Annual,ENSEMBLE IN A COMEDY SERIES,SIMON HELBERG,THE BIG BANG THEORY,False,
2015, 21st Annual,ENSEMBLE IN A COMEDY SERIES,,VEEP,False,
2015, 21st Annual,ENSEMBLE IN A COMEDY SERIES,ANNA CHLUMSKY,VEEP,False,
2015, 21st Annual,ENSEMBLE IN A COMEDY SERIES,GARY COLE,VEEP,False,
2015, 21st Annual,ENSEMBLE IN A COMEDY SERIES,JULIA LOUIS-DREYFUS,VEEP,False,
2015, 21st Annual,ENSEMBLE IN A COMEDY SERIES,KEVIN DUNN,VEEP,False,
2015, 21st Annual,ENSEMBLE IN A COMEDY SERIES,MATT WALSH,VEEP,False,
2015, 21st Annual,ENSEMBLE IN A COMEDY SERIES,REID SCOTT,VEEP,False,
2015, 21st Annual,ENSEMBLE IN A COMEDY SERIES,SUFE BRADSHAW,VEEP,False,
2015, 21st Annual,ENSEMBLE IN A COMEDY SERIES,TIMOTHY SIMONS ,VEEP,False,
2015, 21st Annual,ENSEMBLE IN A COMEDY SERIES,TONY HALE,VEEP,False,
2015, 21st Annual,ENSEMBLE IN A DRAMA SERIES,,BOARDWALK EMPIRE,False,
2015, 21st Annual,ENSEMBLE IN A DRAMA SERIES,DOMENICK LOMBARDOZZI,BOARDWALK EMPIRE,False,
2015, 21st Annual,ENSEMBLE IN A DRAMA SERIES,JOHN ELLISON CONLEE,BOARDWALK EMPIRE,False,
2015, 21st Annual,ENSEMBLE IN A DRAMA SERIES,LOUIS CANCELMI,BOARDWALK EMPIRE,False,
2015, 21st Annual,ENSEMBLE IN A DRAMA SERIES,MICHAEL COUNTRYMAN,BOARDWALK EMPIRE,False,
2015, 21st Annual,ENSEMBLE IN A DRAMA SERIES,NICHOLAS CALHOUN,BOARDWALK EMPIRE,False,
2015, 21st Annual,ENSEMBLE IN A DRAMA SERIES,PAUL CALDERON,BOARDWALK EMPIRE,False,
2015, 21st Annual,ENSEMBLE IN A DRAMA SERIES,STEPHEN GRAHAM,BOARDWALK EMPIRE,False,
2015, 21st Annual,ENSEMBLE IN A DRAMA SERIES,STEVE BUSCEMI,BOARDWALK EMPIRE,False,
2015, 21st Annual,ENSEMBLE IN A DRAMA SERIES,,DOWNTON ABBEY,True,
2015, 21st Annual,ENSEMBLE IN A DRAMA SERIES,ALLEN LEECH,DOWNTON ABBEY,True,
2015, 21st Annual,ENSEMBLE IN A DRAMA SERIES,BRENDAN COYLE,DOWNTON ABBEY,True,
2015, 21st Annual,ENSEMBLE IN A DRAMA SERIES,CARA THEOBOLD,DOWNTON ABBEY,True,
2015, 21st Annual,ENSEMBLE IN A DRAMA SERIES,DAVID ROBB,DOWNTON ABBEY,True,
2015, 21st Annual,ENSEMBLE IN A DRAMA SERIES,ED SPELEERS,DOWNTON ABBEY,True,
2015, 21st Annual,ENSEMBLE IN A DRAMA SERIES,ELIZABETH MCGOVERN,DOWNTON ABBEY,True,
2015, 21st Annual,ENSEMBLE IN A DRAMA SERIES,HUGH BONNEVILLE,DOWNTON ABBEY,True,
2015, 21st Annual,ENSEMBLE IN A DRAMA SERIES,JIM CARTER,DOWNTON ABBEY,True,
2015, 21st Annual,ENSEMBLE IN A DRAMA SERIES,JOANNE FROGGATT,DOWNTON ABBEY,True,
2015, 21st Annual,ENSEMBLE IN A DRAMA SERIES,KEVIN DOYLE,DOWNTON ABBEY,True,
2015, 21st Annual,ENSEMBLE IN A DRAMA SERIES,LAURA CARMICHAEL,DOWNTON ABBEY,True,
2015, 21st Annual,ENSEMBLE IN A DRAMA SERIES,LESLEY NICOL,DOWNTON ABBEY,True,
2015, 21st Annual,ENSEMBLE IN A DRAMA SERIES,LILY JAMES,DOWNTON ABBEY,True,
2015, 21st Annual,ENSEMBLE IN A DRAMA SERIES,MAGGIE SMITH,DOWNTON ABBEY,True,
2015, 21st Annual,ENSEMBLE IN A DRAMA SERIES,MATT MILINE,DOWNTON ABBEY,True,
2015, 21st Annual,ENSEMBLE IN A DRAMA SERIES,MICHAEL DOCKERY,DOWNTON ABBEY,True,
2015, 21st Annual,ENSEMBLE IN A DRAMA SERIES,PENELOPE WILTON,DOWNTON ABBEY,True,
2015, 21st Annual,ENSEMBLE IN A DRAMA SERIES,PHYLLIS LOGAN,DOWNTON ABBEY,True,
2015, 21st Annual,ENSEMBLE IN A DRAMA SERIES,ROBERT JAMES-COLLIER,DOWNTON ABBEY,True,
2015, 21st Annual,ENSEMBLE IN A DRAMA SERIES,SOPHIE MCSHERA,DOWNTON ABBEY,True,
2015, 21st Annual,ENSEMBLE IN A DRAMA SERIES,,GAME OF THRONES,False,
2015, 21st Annual,ENSEMBLE IN A DRAMA SERIES,BEN CROMPTON,GAME OF THRONES,False,
2015, 21st Annual,ENSEMBLE IN A DRAMA SERIES,CHARLES DANCE,GAME OF THRONES,False,
2015, 21st Annual,ENSEMBLE IN A DRAMA SERIES,CONLETH HILL,GAME OF THRONES,False,
2015, 21st Annual,ENSEMBLE IN A DRAMA SERIES,DANIEL PORTMAN,GAME OF THRONES,False,
2015, 21st Annual,ENSEMBLE IN A DRAMA SERIES,DOMINIC CARTER,GAME OF THRONES,False,
2015, 21st Annual,ENSEMBLE IN A DRAMA SERIES,EMILIA CLARKE,GAME OF THRONES,False,
2015, 21st Annual,ENSEMBLE IN A DRAMA SERIES,GWENDOLINE CHRISTIE,GAME OF THRONES,False,
2015, 21st Annual,ENSEMBLE IN A DRAMA SERIES,IAIN GLEN,GAME OF THRONES,False,
2015, 21st Annual,ENSEMBLE IN A DRAMA SERIES,IAN MCELHINNEY,GAME OF THRONES,False,
2015, 21st Annual,ENSEMBLE IN A DRAMA SERIES,JACOB ANDERSON,GAME OF THRONES,False,
2015, 21st Annual,ENSEMBLE IN A DRAMA SERIES,JOHN BRADLEY,GAME OF THRONES,False,
2015, 21st Annual,ENSEMBLE IN A DRAMA SERIES,JOSEF ALTIN,GAME OF THRONES,False,
2015, 21st Annual,ENSEMBLE IN A DRAMA SERIES,JULIAN GLOVER,GAME OF THRONES,False,
2015, 21st Annual,ENSEMBLE IN A DRAMA SERIES,KIT HARINGTON,GAME OF THRONES,False,
2015, 21st Annual,ENSEMBLE IN A DRAMA SERIES,LENA HEADEY,GAME OF THRONES,False,
2015, 21st Annual,ENSEMBLE IN A DRAMA SERIES,MAISIE WILLIAMS,GAME OF THRONES,False,
2015, 21st Annual,ENSEMBLE IN A DRAMA SERIES,MARK STANLEY,GAME OF THRONES,False,
2015, 21st Annual,ENSEMBLE IN A DRAMA SERIES,NATALIE DORMER,GAME OF THRONES,False,
2015, 21st Annual,ENSEMBLE IN A DRAMA SERIES,NATHALIE EMMANUEL,GAME OF THRONES,False,
2015, 21st Annual,ENSEMBLE IN A DRAMA SERIES,NIKOLAJ COSTER-WALDAU,GAME OF THRONES,False,
2015, 21st Annual,ENSEMBLE IN A DRAMA SERIES,PEDRO PASCAL,GAME OF THRONES,False,
2015, 21st Annual,ENSEMBLE IN A DRAMA SERIES,PETER DINKLAGE,GAME OF THRONES,False,
2015, 21st Annual,ENSEMBLE IN A DRAMA SERIES,RORY MCCANN,GAME OF THRONES,False,
2015, 21st Annual,ENSEMBLE IN A DRAMA SERIES,SOPHIE TURNER,GAME OF THRONES,False,
2015, 21st Annual,ENSEMBLE IN A DRAMA SERIES,,HOMELAND,False,
2015, 21st Annual,ENSEMBLE IN A DRAMA SERIES,CLAIRE DANES,HOMELAND,False,
2015, 21st Annual,ENSEMBLE IN A DRAMA SERIES,LAILA ROBINS,HOMELAND,False,
2015, 21st Annual,ENSEMBLE IN A DRAMA SERIES,MANDY PATINKIN,HOMELAND,False,
2015, 21st Annual,ENSEMBLE IN A DRAMA SERIES,MARK MOSES,HOMELAND,False,
2015, 21st Annual,ENSEMBLE IN A DRAMA SERIES,MAURY STERLING,HOMELAND,False,
2015, 21st Annual,ENSEMBLE IN A DRAMA SERIES,MICHAEL O'KEEFE,HOMELAND,False,
2015, 21st Annual,ENSEMBLE IN A DRAMA SERIES,NAZANIN BONIADI,HOMELAND,False,
2015, 21st Annual,ENSEMBLE IN A DRAMA SERIES,NIMRAT KAUR,HOMELAND,False,
2015, 21st Annual,ENSEMBLE IN A DRAMA SERIES,NUMAN ACAR,HOMELAND,False,
2015, 21st Annual,ENSEMBLE IN A DRAMA SERIES,RAZA JAFFREY,HOMELAND,False,
2015, 21st Annual,ENSEMBLE IN A DRAMA SERIES,RUPERT FRIEND,HOMELAND,False,
2015, 21st Annual,ENSEMBLE IN A DRAMA SERIES,SURAJ SHARMA,HOMELAND,False,
2015, 21st Annual,ENSEMBLE IN A DRAMA SERIES,TRACY LETTS,HOMELAND,False,
2015, 21st Annual,ENSEMBLE IN A DRAMA SERIES,,HOUSE OF CARDS,False,
2015, 21st Annual,ENSEMBLE IN A DRAMA SERIES,DEREK CECIL,HOUSE OF CARDS,False,
